ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Year_Dt_Customer,Total_Days_Relationship,Is_Recency_gt_30,Total_Mnt,Total_Mnt_Per_Total_Days_Relationship,Pct_MntFruits,Pct_MntMeatProducts,Pct_MntFishProducts,Pct_MntSweetProducts,Pct_MntWines,Max_Mnt_Type,NumDealsPurchases_Per_Total_Days_Relationship,Total_Purchases,Total_Purchases_Per_Total_Days_Relationship,Pct_NumWebPurchases,Pct_NumCatalogPurchases,Pct_NumStorePurchases,Max_Purchase_Sales_Channel,Pct_NumDealsPurchase,Pct_MntGoldProds
3152,1957,Graduation,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,2014,675,True,69,0.10222222222222223,0.14492753623188406,0.2753623188405797,0.11594202898550725,0.2463768115942029,0.21739130434782608,MntMeatProducts,0.0044444444444444444,6,0.008888888888888889,0.3333333333333333,0.16666666666666666,0.5,NumStorePurchases,0.5,0.2898550724637681
5610,1965,Graduation,Together,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2014,620,True,29,0.0467741935483871,0.10344827586206896,0.3448275862068966,0.27586206896551724,0.034482758620689655,0.2413793103448276,MntMeatProducts,0.0032258064516129032,4,0.0064516129032258064,0.25,0.0,0.75,NumStorePurchases,0.5,0.2413793103448276
6460,1982,Graduation,Married,28718.0,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,3,11,0,2013,902,True,41,0.045454545454545456,0.0975609756097561,0.14634146341463414,0.2682926829268293,0.1951219512195122,0.2926829268292683,MntWines,0.0022172949002217295,5,0.005543237250554324,0.4,0.0,0.6,NumStorePurchases,0.4,0.3902439024390244
1349,1970,Graduation,Married,50447.0,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,3,11,0,2014,620,False,121,0.19516129032258064,0.05785123966942149,0.19834710743801653,0.01652892561983471,0.024793388429752067,0.7024793388429752,MntWines,0.0016129032258064516,7,0.01129032258064516,0.42857142857142855,0.14285714285714285,0.42857142857142855,NumWebPurchases,0.14285714285714285,0.2231404958677686
1880,1959,PhD,Together,53537.0,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,3,11,0,2014,701,False,87,0.12410841654778887,0.0,0.06896551724137931,0.0,0.0,0.9310344827586207,MntWines,0.0028530670470756064,6,0.008559201141226819,0.3333333333333333,0.16666666666666666,0.5,NumStorePurchases,0.3333333333333333,0.06896551724137931
641,1967,Graduation,Single,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,2014,637,True,71,0.11145996860282574,0.0,0.16901408450704225,0.0,0.0,0.8309859154929577,MntWines,0.0015698587127158557,6,0.009419152276295133,0.3333333333333333,0.3333333333333333,0.3333333333333333,NumWebPurchases,0.16666666666666666,0.676056338028169
8717,1975,PhD,Married,80427.0,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,2012,1206,True,1809,1.5,0.03924820342730791,0.24820342730790493,0.03814262023217247,0.03924820342730791,0.6351575456053068,MntWines,0.0008291873963515755,27,0.022388059701492536,0.4074074074074074,0.2962962962962963,0.2962962962962963,NumWebPurchases,0.037037037037037035,0.014372581536760642
10314,1948,PhD,Married,83837.0,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,3,11,1,2012,1111,True,1207,1.0864086408640865,0.05468102734051367,0.09859154929577464,0.07125103562551781,0.07373653686826843,0.7017398508699254,MntWines,0.0009000900090009,24,0.021602160216021602,0.375,0.4166666666666667,0.20833333333333334,NumCatalogPurchases,0.041666666666666664,0.09196354598177299
10854,1970,PhD,Married,38853.0,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2014,588,True,43,0.07312925170068027,0.0,0.32558139534883723,0.0,0.0,0.6744186046511628,MntWines,0.003401360544217687,5,0.008503401360544218,0.4,0.0,0.6,NumStorePurchases,0.4,0.046511627906976744
10492,1959,Graduation,Together,38285.0,2,1,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,3,11,0,2014,556,True,9,0.01618705035971223,0.0,0.5555555555555556,0.2222222222222222,0.0,0.2222222222222222,MntMeatProducts,0.0017985611510791368,3,0.00539568345323741,0.0,0.0,1.0,NumStorePurchases,0.3333333333333333,0.1111111111111111
6935,1951,2n Cycle,Married,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,2013,761,True,755,0.9921156373193167,0.03443708609271523,0.5920529801324503,0.09933774834437085,0.0,0.27417218543046357,MntMeatProducts,0.001314060446780552,24,0.03153745072273324,0.20833333333333334,0.2916666666666667,0.5,NumStorePurchases,0.041666666666666664,0.295364238410596
7698,1976,PhD,Married,51650.0,0,1,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,2014,600,True,184,0.30666666666666664,0.016304347826086956,0.11956521739130435,0.010869565217391304,0.02717391304347826,0.8260869565217391,MntWines,0.0016666666666666668,9,0.015,0.4444444444444444,0.1111111111111111,0.4444444444444444,NumWebPurchases,0.1111111111111111,0.03804347826086957
3559,1988,2n Cycle,Married,16248.0,1,0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,2014,601,True,48,0.07986688851913477,0.22916666666666666,0.20833333333333334,0.0625,0.25,0.25,MntSweetProducts,0.004991680532445923,6,0.009983361064891847,0.3333333333333333,0.16666666666666666,0.5,NumStorePurchases,0.5,0.1875
10562,1946,Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,2013,825,False,892,1.0812121212121213,0.02914798206278027,0.218609865470852,0.03811659192825112,0.01905829596412556,0.695067264573991,MntWines,0.0012121212121212121,23,0.027878787878787878,0.2608695652173913,0.17391304347826086,0.5652173913043478,NumStorePurchases,0.043478260869565216,0.15807174887892378
10796,1984,Master,Married,30477.0,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0,2014,709,False,54,0.076163610719323,0.018518518518518517,0.1111111111111111,0.0,0.0,0.8703703703703703,MntWines,0.0014104372355430183,5,0.007052186177715092,0.2,0.2,0.6,NumStorePurchases,0.2,0.2222222222222222
2563,1961,Basic,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,565,True,33,0.0584070796460177,0.2727272727272727,0.21212121212121213,0.06060606060606061,0.42424242424242425,0.030303030303030304,MntSweetProducts,0.0017699115044247787,5,0.008849557522123894,0.4,0.0,0.6,NumStorePurchases,0.2,0.30303030303030304
3518,1983,Graduation,Married,25271.0,1,0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,2012,1122,True,43,0.03832442067736185,0.023255813953488372,0.4186046511627907,0.23255813953488372,0.09302325581395349,0.23255813953488372,MntMeatProducts,0.00089126559714795,4,0.0035650623885918,0.25,0.25,0.5,NumStorePurchases,0.25,0.16279069767441862
5823,1970,PhD,Single,32303.0,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,2014,664,True,37,0.05572289156626506,0.0,0.05405405405405406,0.0,0.0,0.9459459459459459,MntWines,0.0030120481927710845,5,0.007530120481927711,0.2,0.0,0.8,NumStorePurchases,0.4,0.05405405405405406
3934,1966,Graduation,Married,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,2013,882,True,491,0.5566893424036281,0.0,0.21792260692464357,0.038696537678207736,0.018329938900203666,0.725050916496945,MntWines,0.0022675736961451248,16,0.018140589569160998,0.4375,0.0625,0.5,NumStorePurchases,0.125,0.23828920570264767
6982,1976,Graduation,Married,74068.0,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0,2013,1018,False,1566,1.538310412573674,0.019157088122605363,0.342911877394636,0.08939974457215837,0.04853128991060025,0.5,MntWines,0.0009823182711198428,23,0.022593320235756387,0.17391304347826086,0.43478260869565216,0.391304347826087,NumCatalogPurchases,0.043478260869565216,0.009578544061302681
6431,1964,PhD,Married,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,1042,False,64,0.061420345489443376,0.015625,0.28125,0.046875,0.0,0.65625,MntWines,0.0019193857965451055,5,0.0047984644913627635,0.4,0.0,0.6,NumStorePurchases,0.4,0.0625
9733,1978,Basic,Together,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,2012,1209,True,44,0.036393713813068655,0.09090909090909091,0.22727272727272727,0.6590909090909091,0.0,0.022727272727272728,MntFishProducts,0.0008271298593879239,4,0.0033085194375516956,0.25,0.25,0.5,NumStorePurchases,0.25,0.8181818181818182
5602,1989,PhD,Together,66973.0,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0,2013,959,True,1180,1.2304483837330553,0.01864406779661017,0.36610169491525424,0.12457627118644068,0.09576271186440678,0.3949152542372881,MntWines,0.0010427528675703858,27,0.028154327424400417,0.2962962962962963,0.25925925925925924,0.4444444444444444,NumStorePurchases,0.037037037037037035,0.08644067796610169
1324,1988,Graduation,Married,38872.0,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,2013,946,True,69,0.07293868921775898,0.043478260869565216,0.30434782608695654,0.043478260869565216,0.2753623188405797,0.3333333333333333,MntWines,0.0021141649048625794,6,0.006342494714587738,0.5,0.0,0.5,NumWebPurchases,0.3333333333333333,0.3188405797101449
326,1973,Graduation,Married,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,2013,1047,True,303,0.28939828080229224,0.019801980198019802,0.1485148514851485,0.026402640264026403,0.0297029702970297,0.7755775577557755,MntWines,0.0038204393505253103,12,0.011461318051575931,0.4166666666666667,0.08333333333333333,0.5,NumStorePurchases,0.3333333333333333,0.039603960396039604
7224,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2013,733,False,24,0.03274215552523874,0.0,0.4166666666666667,0.125,0.041666666666666664,0.4166666666666667,MntMeatProducts,0.002728512960436562,4,0.005457025920873124,0.25,0.25,0.5,NumStorePurchases,0.5,0.2916666666666667
6999,1980,Master,Married,69661.0,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,2014,598,True,826,1.3812709030100334,0.01937046004842615,0.12832929782082325,0.0387409200968523,0.01937046004842615,0.7941888619854721,MntWines,0.0016722408026755853,22,0.03678929765886288,0.3181818181818182,0.13636363636363635,0.5454545454545454,NumStorePurchases,0.045454545454545456,0.009685230024213076
9938,1954,Graduation,Married,80067.0,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,3,11,0,2013,834,True,1549,1.8573141486810552,0.010974822466107165,0.5248547449967721,0.017430600387346677,0.11168495803744351,0.33505487411233054,MntMeatProducts,0.001199040767386091,16,0.019184652278177457,0.25,0.375,0.375,NumCatalogPurchases,0.0625,0.0329244673983215
6422,1954,Graduation,Married,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,3,11,0,2013,1079,False,1098,1.0176088971269694,0.1721311475409836,0.43897996357012753,0.04553734061930783,0.030054644808743168,0.3132969034608379,MntMeatProducts,0.0009267840593141798,16,0.014828544949026877,0.3125,0.375,0.3125,NumCatalogPurchases,0.0625,0.15664845173041894
3182,1973,PhD,Single,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,2014,641,True,184,0.2870514820592824,0.005434782608695652,0.42934782608695654,0.03804347826086957,0.005434782608695652,0.5217391304347826,MntWines,0.0093603744149766,9,0.014040561622464899,0.5555555555555556,0.1111111111111111,0.3333333333333333,NumWebPurchases,0.6666666666666666,0.42934782608695654
7300,1952,Graduation,Divorced,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,2014,551,True,496,0.9001814882032668,0.008064516129032258,0.06854838709677419,0.012096774193548387,0.008064516129032258,0.9032258064516129,MntWines,0.0054446460980036296,16,0.029038112522686024,0.5,0.0625,0.4375,NumWebPurchases,0.1875,0.07862903225806452
10424,1968,Graduation,Single,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,2013,753,True,1203,1.597609561752988,0.11471321695760599,0.4596841230257689,0.1862011637572735,0.019118869492934332,0.2202826267664173,MntMeatProducts,0.0013280212483399733,17,0.02257636122177955,0.23529411764705882,0.23529411764705882,0.5294117647058824,NumStorePurchases,0.058823529411764705,0.07647547797173733
8727,1978,Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,2013,809,True,1096,1.3547589616810878,0.03923357664233577,0.3074817518248175,0.03832116788321168,0.07937956204379562,0.5355839416058394,MntWines,0.003708281829419036,26,0.032138442521631644,0.4230769230769231,0.23076923076923078,0.34615384615384615,NumWebPurchases,0.11538461538461539,0.04927007299270073
2798,1977,PhD,Together,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,2012,1155,True,1182,1.0233766233766233,0.024534686971235193,0.116751269035533,0.06429780033840947,0.14890016920473773,0.6455160744500846,MntWines,0.0,26,0.022510822510822513,0.2692307692307692,0.34615384615384615,0.38461538461538464,NumStorePurchases,0.0,0.049069373942470386
1030,1965,PhD,Single,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2013,898,True,35,0.03897550111358575,0.0,0.37142857142857144,0.0,0.0,0.6285714285714286,MntWines,0.0022271714922048997,4,0.004454342984409799,0.25,0.0,0.75,NumStorePurchases,0.5,0.08571428571428572
624,1984,Master,Single,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,2012,1147,False,20,0.017436791630340016,0.2,0.05,0.35,0.1,0.3,MntFishProducts,0.0008718395815170009,3,0.0026155187445510027,0.0,0.3333333333333333,0.6666666666666666,NumStorePurchases,0.3333333333333333,0.75
5176,1988,Graduation,Together,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,2013,754,True,39,0.05172413793103448,0.15384615384615385,0.3333333333333333,0.1794871794871795,0.15384615384615385,0.1794871794871795,MntMeatProducts,0.001326259946949602,4,0.005305039787798408,0.25,0.0,0.75,NumStorePurchases,0.25,0.358974358974359
5552,1963,Master,Divorced,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,2013,963,True,272,0.2824506749740395,0.0661764705882353,0.41544117647058826,0.17279411764705882,0.04779411764705882,0.2977941176470588,MntMeatProducts,0.006230529595015576,11,0.01142263759086189,0.36363636363636365,0.18181818181818182,0.45454545454545453,NumStorePurchases,0.5454545454545454,0.07720588235294118
868,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,572,True,61,0.10664335664335664,0.0,0.11475409836065574,0.0,0.0,0.8852459016393442,MntWines,0.0017482517482517483,5,0.008741258741258742,0.4,0.0,0.6,NumStorePurchases,0.2,0.06557377049180328
380,1954,Graduation,Divorced,64497.0,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,2012,1208,False,1612,1.3344370860927153,0.02977667493796526,0.19851116625310175,0.026054590570719603,0.019851116625310174,0.7258064516129032,MntWines,0.0041390728476821195,24,0.019867549668874173,0.4583333333333333,0.16666666666666666,0.375,NumWebPurchases,0.20833333333333334,0.11910669975186104
2677,1956,Graduation,Together,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,2013,1006,False,233,0.23161033797216699,0.10300429184549356,0.2918454935622318,0.27896995708154504,0.017167381974248927,0.3090128755364807,MntWines,0.004970178926441352,10,0.009940357852882704,0.3,0.1,0.6,NumStorePurchases,0.5,0.034334763948497854
6521,1954,Graduation,Together,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,2014,654,False,1089,1.665137614678899,0.020202020202020204,0.29292929292929293,0.030303030303030304,0.09366391184573003,0.5629017447199265,MntWines,0.0015290519877675841,19,0.0290519877675841,0.21052631578947367,0.3157894736842105,0.47368421052631576,NumStorePurchases,0.05263157894736842,0.011019283746556474
6927,1968,PhD,Married,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,2012,1183,True,254,0.2147083685545224,0.0,0.11811023622047244,0.0,0.0,0.8818897637795275,MntWines,0.006762468300929839,11,0.009298393913778529,0.45454545454545453,0.09090909090909091,0.45454545454545453,NumWebPurchases,0.7272727272727273,0.03937007874015748
2877,1974,Master,Together,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,2013,1075,False,497,0.46232558139534885,0.0,0.11871227364185111,0.03822937625754527,0.018108651911468814,0.8249496981891348,MntWines,0.009302325581395349,16,0.014883720930232559,0.4375,0.0625,0.5,NumStorePurchases,0.625,0.08853118712273642
0,1985,Graduation,Married,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,2013,972,True,1144,1.176954732510288,0.008741258741258742,0.48426573426573427,0.22202797202797203,0.07604895104895106,0.2089160839160839,MntMeatProducts,0.00102880658436214,16,0.01646090534979424,0.1875,0.25,0.5625,NumStorePurchases,0.0625,0.0472027972027972
1584,1977,Graduation,Married,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,2014,640,True,393,0.6140625,0.017811704834605598,0.4351145038167939,0.06361323155216285,0.04834605597964377,0.4351145038167939,MntMeatProducts,0.009375,14,0.021875,0.5714285714285714,0.07142857142857142,0.35714285714285715,NumWebPurchases,0.42857142857142855,0.22646310432569974
7264,1978,2n Cycle,Single,52195.0,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2014,599,False,16,0.02671118530884808,0.0,0.25,0.0,0.0,0.75,MntWines,0.001669449081803005,3,0.005008347245409015,0.3333333333333333,0.0,0.6666666666666666,NumStorePurchases,0.3333333333333333,0.0625
6274,1948,Master,Married,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,2013,777,True,1599,2.057915057915058,0.010006253908692933,0.2607879924953096,0.02626641651031895,0.0300187617260788,0.6729205753595997,MntWines,0.001287001287001287,24,0.03088803088803089,0.3333333333333333,0.4166666666666667,0.25,NumCatalogPurchases,0.041666666666666664,0.010006253908692933
1377,1954,Master,Widow,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,2013,853,False,219,0.2567409144196952,0.0182648401826484,0.1506849315068493,0.0,0.0,0.8310502283105022,MntWines,0.0023446658851113715,10,0.011723329425556858,0.4,0.1,0.5,NumStorePurchases,0.2,0.3013698630136986
454,1980,Graduation,Together,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,2012,1143,True,1092,0.9553805774278216,0.029304029304029304,0.14835164835164835,0.038461538461538464,0.029304029304029304,0.7545787545787546,MntWines,0.0017497812773403325,26,0.022747156605424323,0.4230769230769231,0.15384615384615385,0.4230769230769231,NumWebPurchases,0.07692307692307693,0.039377289377289376
1755,1988,2n Cycle,Together,45204.0,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,2014,630,True,96,0.1523809523809524,0.11458333333333333,0.2604166666666667,0.3020833333333333,0.010416666666666666,0.3125,MntWines,0.0015873015873015873,6,0.009523809523809525,0.16666666666666666,0.16666666666666666,0.6666666666666666,NumStorePurchases,0.16666666666666666,0.1875
2075,1969,Graduation,Married,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,2013,778,True,1037,1.332904884318766,0.009643201542912247,0.5207328833172613,0.07714561234329798,0.02892960462873674,0.36354869816779173,MntMeatProducts,0.0012853470437017994,15,0.019280205655526992,0.2,0.3333333333333333,0.4666666666666667,NumStorePurchases,0.06666666666666667,0.009643201542912247
4785,1970,PhD,Together,77622.0,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,2014,627,False,700,1.1164274322169059,0.01,0.22,0.027142857142857142,0.0,0.7428571428571429,MntWines,0.003189792663476874,20,0.03189792663476874,0.3,0.15,0.55,NumStorePurchases,0.1,0.02
9076,1980,PhD,Married,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,2013,1091,True,182,0.16681943171402383,0.005494505494505495,0.13736263736263737,0.0,0.005494505494505495,0.8516483516483516,MntWines,0.0036663611365719525,9,0.008249312557286892,0.4444444444444444,0.1111111111111111,0.4444444444444444,NumWebPurchases,0.4444444444444444,0.016483516483516484
7079,1962,Graduation,Divorced,63887.0,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,2012,1210,True,1153,0.952892561983471,0.0199479618386817,0.1795316565481353,0.013009540329575022,0.009540329575021683,0.7779705117085863,MntWines,0.004132231404958678,27,0.02231404958677686,0.3333333333333333,0.2222222222222222,0.4444444444444444,NumStorePurchases,0.18518518518518517,0.0797918473547268
4653,1978,Graduation,Together,42011.0,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0,2013,1011,True,150,0.14836795252225518,0.0,0.10666666666666667,0.013333333333333334,0.006666666666666667,0.8733333333333333,MntWines,0.003956478733926805,8,0.00791295746785361,0.375,0.125,0.5,NumStorePurchases,0.5,0.26
7375,1976,Graduation,Together,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,2012,1163,True,394,0.33877901977644026,0.017766497461928935,0.20050761421319796,0.0,0.027918781725888325,0.7538071065989848,MntWines,0.0017196904557179708,14,0.012037833190025795,0.5714285714285714,0.14285714285714285,0.2857142857142857,NumWebPurchases,0.14285714285714285,0.4619289340101523
709,1952,Graduation,Divorced,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,2012,1118,False,1011,0.9042933810375671,0.019782393669634024,0.20178041543026706,0.0,0.0,0.7784371909000989,MntWines,0.0026833631484794273,15,0.013416815742397137,0.13333333333333333,0.13333333333333333,0.7333333333333333,NumStorePurchases,0.2,0.09099901088031652
460,1972,PhD,Married,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,2012,1241,True,1736,1.3988718775181306,0.04953917050691244,0.42626728110599077,0.03859447004608295,0.0293778801843318,0.45622119815668205,MntWines,0.0008058017727639,16,0.0128928283642224,0.1875,0.3125,0.5,NumStorePurchases,0.0625,0.009792626728110598
3726,1986,PhD,Together,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2014,684,True,17,0.024853801169590642,0.058823529411764705,0.5294117647058824,0.17647058823529413,0.0,0.23529411764705882,MntMeatProducts,0.0014619883040935672,3,0.0043859649122807015,0.3333333333333333,0.0,0.6666666666666666,NumStorePurchases,0.3333333333333333,0.0
6798,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,2013,1017,False,394,0.38741396263520156,0.017766497461928935,0.3477157360406091,0.01015228426395939,0.03807106598984772,0.5862944162436549,MntWines,0.008849557522123894,14,0.01376597836774828,0.35714285714285715,0.07142857142857142,0.5714285714285714,NumStorePurchases,0.6428571428571429,0.09898477157360407
5341,1962,2n Cycle,Divorced,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,2013,1091,False,1561,1.4307974335472045,0.04868673926969891,0.11787315823190263,0.11531069827033953,0.08840486867392697,0.629724535554132,MntWines,0.0009165902841429881,13,0.011915673693858845,0.46153846153846156,0.23076923076923078,0.3076923076923077,NumWebPurchases,0.07692307692307693,0.01729660474055093
1606,1971,Graduation,Together,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013,961,True,19,0.019771071800208116,0.05263157894736842,0.42105263157894735,0.21052631578947367,0.15789473684210525,0.15789473684210525,MntMeatProducts,0.001040582726326743,3,0.003121748178980229,0.3333333333333333,0.0,0.6666666666666666,NumStorePurchases,0.3333333333333333,0.15789473684210525
9617,1951,Graduation,Single,15033.0,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,2014,625,True,15,0.024,0.26666666666666666,0.3333333333333333,0.4,0.0,0.0,MntFishProducts,0.0016,4,0.0064,0.25,0.0,0.75,NumStorePurchases,0.25,0.26666666666666666
3233,1965,PhD,Married,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0,2013,1014,True,1085,1.0700197238658777,0.01935483870967742,0.42764976958525347,0.025806451612903226,0.009216589861751152,0.5179723502304148,MntWines,0.0029585798816568047,26,0.02564102564102564,0.2692307692307692,0.3076923076923077,0.4230769230769231,NumStorePurchases,0.11538461538461539,0.029493087557603687
89,1975,2n Cycle,Married,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,2013,753,True,48,0.06374501992031872,0.1875,0.4166666666666667,0.125,0.16666666666666666,0.10416666666666667,MntMeatProducts,0.0026560424966799467,6,0.00796812749003984,0.3333333333333333,0.0,0.6666666666666666,NumStorePurchases,0.3333333333333333,0.4375
2936,1982,Master,Together,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2013,758,True,22,0.029023746701846966,0.0,0.18181818181818182,0.0,0.0,0.8181818181818182,MntWines,0.0013192612137203166,4,0.005277044854881266,0.25,0.0,0.75,NumStorePurchases,0.25,0.045454545454545456
