ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Year_Dt_Customer,Total_Days_Relationship,Is_Recency_gt_30,Total_Mnt,Total_Mnt_Per_Total_Days_Relationship,Pct_MntFruits,Pct_MntMeatProducts,Pct_MntFishProducts,Pct_MntSweetProducts,Pct_MntWines,Max_Mnt_Type,NumDealsPurchases_Per_Total_Days_Relationship,Total_Purchases,Total_Purchases_Per_Total_Days_Relationship,Pct_NumWebPurchases,Pct_NumCatalogPurchases,Pct_NumStorePurchases,Max_Purchase_Sales_Channel,Pct_NumDealsPurchase,Pct_MntGoldProds,Frequency+Monetary,RFM_Quadrant,RFM_
2563,1961,Basic,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,565,True,33,0.0584070796460177,0.2727272727272727,0.2121212121212121,0.0606060606060606,0.4242424242424242,0.0303030303030303,MntSweetProducts,0.0017699115044247,5,0.0088495575221238,0.4,0.0,0.6,NumStorePurchases,0.2,0.303030303030303,0.015370284117372937,Pouco potencial,Pouco potencial
3518,1983,Graduation,Married,25271.0,1,0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,2012,1122,True,43,0.0383244206773618,0.0232558139534883,0.4186046511627907,0.2325581395348837,0.0930232558139534,0.2325581395348837,MntMeatProducts,0.0008912655971479,4,0.0035650623885918,0.25,0.25,0.5,NumStorePurchases,0.25,0.1627906976744186,0.0065233056472105274,Fidelizar,Fidelizar
5823,1970,PhD,Single,32303.0,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,2014,664,True,37,0.055722891566265,0.0,0.054054054054054,0.0,0.0,0.945945945945946,MntWines,0.003012048192771,5,0.0075301204819277,0.2,0.0,0.8,NumStorePurchases,0.4,0.054054054054054,0.013267355134824996,Pouco potencial,Pouco potencial
3934,1966,Graduation,Married,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,2013,882,True,491,0.5566893424036281,0.0,0.2179226069246435,0.0386965376782077,0.0183299389002036,0.725050916496945,MntWines,0.0022675736961451,16,0.0181405895691609,0.4375,0.0625,0.5,NumStorePurchases,0.125,0.2382892057026476,0.035136210960386605,Manter,Fidelizar
6982,1976,Graduation,Married,74068.0,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0,2013,1018,False,1566,1.538310412573674,0.0191570881226053,0.342911877394636,0.0893997445721583,0.0485312899106002,0.5,MntWines,0.0009823182711198,23,0.0225933202357563,0.1739130434782608,0.4347826086956521,0.391304347826087,NumCatalogPurchases,0.0434782608695652,0.0095785440613026,0.04453258588948315,Manter,Fidelizar
6431,1964,PhD,Married,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,1042,False,64,0.0614203454894433,0.015625,0.28125,0.046875,0.0,0.65625,MntWines,0.0019193857965451,5,0.0047984644913627,0.4,0.0,0.6,NumStorePurchases,0.4,0.0625,0.008901499346296032,Fidelizar,Fidelizar
9733,1978,Basic,Together,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,2012,1209,True,44,0.0363937138130686,0.0909090909090909,0.2272727272727272,0.6590909090909091,0.0,0.0227272727272727,MntFishProducts,0.0008271298593879,4,0.0033085194375516,0.25,0.25,0.5,NumStorePurchases,0.25,0.8181818181818182,0.006065618968844615,Pouco potencial,Pouco potencial
5602,1989,PhD,Together,66973.0,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0,2013,959,True,1180,1.230448383733055,0.0186440677966101,0.3661016949152542,0.1245762711864406,0.0957627118644067,0.3949152542372881,MntWines,0.0010427528675703,27,0.0281543274244004,0.2962962962962963,0.2592592592592592,0.4444444444444444,NumStorePurchases,0.037037037037037,0.0864406779661016,0.05504905776436201,Reconquistar,Reconquistar
1324,1988,Graduation,Married,38872.0,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,2013,946,True,69,0.0729386892177589,0.0434782608695652,0.3043478260869565,0.0434782608695652,0.2753623188405797,0.3333333333333333,MntWines,0.0021141649048625,6,0.0063424947145877,0.5,0.0,0.5,NumWebPurchases,0.3333333333333333,0.3188405797101449,0.011670190274841374,Pouco potencial,Pouco potencial
326,1973,Graduation,Married,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,2013,1047,True,303,0.2893982808022922,0.0198019801980198,0.1485148514851485,0.0264026402640264,0.0297029702970297,0.7755775577557755,MntWines,0.0038204393505253,12,0.0114613180515759,0.4166666666666667,0.0833333333333333,0.5,NumStorePurchases,0.3333333333333333,0.0396039603960396,0.022049392823031734,Fidelizar,Fidelizar
7224,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0,2013,733,False,24,0.0327421555252387,0.0,0.4166666666666667,0.125,0.0416666666666666,0.4166666666666667,MntMeatProducts,0.0027285129604365,4,0.0054570259208731,0.25,0.25,0.5,NumStorePurchases,0.5,0.2916666666666667,0.009354901578639604,Fidelizar,Fidelizar
6999,1980,Master,Married,69661.0,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,2014,598,True,826,1.3812709030100334,0.0193704600484261,0.1283292978208232,0.0387409200968523,0.0193704600484261,0.7941888619854721,MntWines,0.0016722408026755,22,0.0367892976588628,0.3181818181818182,0.1363636363636363,0.5454545454545454,NumStorePurchases,0.0454545454545454,0.009685230024213,0.07166971666561481,Reconquistar,Reconquistar
9938,1954,Graduation,Married,80067.0,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,3,11,0,2013,834,True,1549,1.8573141486810552,0.0109748224661071,0.5248547449967721,0.0174306003873466,0.1116849580374435,0.3350548741123305,MntMeatProducts,0.001199040767386,16,0.0191846522781774,0.25,0.375,0.375,NumCatalogPurchases,0.0625,0.0329244673983215,0.03797703051616204,Reconquistar,Pouco potencial
6422,1954,Graduation,Married,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,3,11,0,2013,1079,False,1098,1.0176088971269694,0.1721311475409836,0.4389799635701275,0.0455373406193078,0.0300546448087431,0.3132969034608379,MntMeatProducts,0.0009267840593141,16,0.0148285449490268,0.3125,0.375,0.3125,NumCatalogPurchases,0.0625,0.1566484517304189,0.029231135285514236,Manter,Fidelizar
3182,1973,PhD,Single,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,2014,641,True,184,0.2870514820592824,0.0054347826086956,0.4293478260869565,0.0380434782608695,0.0054347826086956,0.5217391304347826,MntWines,0.0093603744149766,9,0.0140405616224648,0.5555555555555556,0.1111111111111111,0.3333333333333333,NumWebPurchases,0.6666666666666666,0.4293478260869565,0.026771640813818904,Reconquistar,Pouco potencial
7300,1952,Graduation,Divorced,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,2014,551,True,496,0.9001814882032668,0.0080645161290322,0.0685483870967741,0.0120967741935483,0.0080645161290322,0.9032258064516128,MntWines,0.0054446460980036,16,0.029038112522686,0.5,0.0625,0.4375,NumWebPurchases,0.1875,0.0786290322580645,0.056261343012704135,Reconquistar,Reconquistar
10424,1968,Graduation,Single,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,2013,753,True,1203,1.597609561752988,0.1147132169576059,0.4596841230257689,0.1862011637572735,0.0191188694929343,0.2202826267664173,MntMeatProducts,0.0013280212483399,17,0.0225763612217795,0.2352941176470588,0.2352941176470588,0.5294117647058824,NumStorePurchases,0.0588235294117647,0.0764754779717373,0.04452354516360777,Reconquistar,Pouco potencial
8727,1978,Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,2013,809,True,1096,1.3547589616810878,0.0392335766423357,0.3074817518248175,0.0383211678832116,0.0793795620437956,0.5355839416058394,MntWines,0.003708281829419,26,0.0321384425216316,0.4230769230769231,0.2307692307692307,0.3461538461538461,NumWebPurchases,0.1153846153846153,0.0492700729927007,0.06278740285865995,Reconquistar,Reconquistar
2798,1977,PhD,Together,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,2012,1155,True,1182,1.0233766233766233,0.0245346869712351,0.116751269035533,0.0642978003384094,0.1489001692047377,0.6455160744500846,MntWines,0.0,26,0.0225108225108225,0.2692307692307692,0.3461538461538461,0.3846153846153846,NumStorePurchases,0.0,0.0490693739424703,0.044052636105616216,Reconquistar,Pouco potencial
1030,1965,PhD,Single,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2013,898,True,35,0.0389755011135857,0.0,0.3714285714285714,0.0,0.0,0.6285714285714286,MntWines,0.0022271714922048,4,0.0044543429844097,0.25,0.0,0.75,NumStorePurchases,0.5,0.0857142857142857,0.007994974587402044,Pouco potencial,Pouco potencial
624,1984,Master,Single,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,2012,1147,False,20,0.01743679163034,0.2,0.05,0.35,0.1,0.3,MntFishProducts,0.000871839581517,3,0.002615518744551,0.0,0.3333333333333333,0.6666666666666666,NumStorePurchases,0.3333333333333333,0.75,0.004548728251393044,Fidelizar,Fidelizar
5176,1988,Graduation,Together,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,2013,754,True,39,0.0517241379310344,0.1538461538461538,0.3333333333333333,0.1794871794871795,0.1538461538461538,0.1794871794871795,MntMeatProducts,0.0013262599469496,4,0.0053050397877984,0.25,0.0,0.75,NumStorePurchases,0.25,0.358974358974359,0.009623095429029655,Pouco potencial,Pouco potencial
5552,1963,Master,Divorced,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,2013,963,True,272,0.2824506749740395,0.0661764705882353,0.4154411764705882,0.1727941176470588,0.0477941176470588,0.2977941176470588,MntMeatProducts,0.0062305295950155,11,0.0114226375908618,0.3636363636363636,0.1818181818181818,0.4545454545454545,NumStorePurchases,0.5454545454545454,0.0772058823529411,0.02195729628773435,Pouco potencial,Pouco potencial
868,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,572,True,61,0.1066433566433566,0.0,0.1147540983606557,0.0,0.0,0.8852459016393442,MntWines,0.0017482517482517,5,0.0087412587412587,0.4,0.0,0.6,NumStorePurchases,0.2,0.0655737704918032,0.016158084339902453,Pouco potencial,Pouco potencial
380,1954,Graduation,Divorced,64497.0,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,2012,1208,False,1612,1.3344370860927153,0.0297766749379652,0.1985111662531017,0.0260545905707196,0.0198511166253101,0.7258064516129032,MntWines,0.0041390728476821,24,0.0198675496688741,0.4583333333333333,0.1666666666666666,0.375,NumWebPurchases,0.2083333333333333,0.119106699751861,0.0391521883450184,Manter,Fidelizar
2677,1956,Graduation,Together,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,2013,1006,False,233,0.2316103379721669,0.1030042918454935,0.2918454935622318,0.278969957081545,0.0171673819742489,0.3090128755364807,MntWines,0.0049701789264413,10,0.0099403578528827,0.3,0.1,0.6,NumStorePurchases,0.5,0.0343347639484978,0.01906257925696847,Fidelizar,Fidelizar
6521,1954,Graduation,Together,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,2014,654,False,1089,1.665137614678899,0.0202020202020202,0.2929292929292929,0.0303030303030303,0.09366391184573,0.5629017447199265,MntWines,0.0015290519877675,19,0.0290519877675841,0.2105263157894736,0.3157894736842105,0.4736842105263157,NumStorePurchases,0.0526315789473684,0.0110192837465564,0.05710760772364456,Manter,Manter
6927,1968,PhD,Married,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,2012,1183,True,254,0.2147083685545224,0.0,0.1181102362204724,0.0,0.0,0.8818897637795275,MntWines,0.0067624683009298,11,0.0092983939137785,0.4545454545454545,0.0909090909090909,0.4545454545454545,NumWebPurchases,0.7272727272727273,0.0393700787401574,0.017824845691318786,Pouco potencial,Pouco potencial
2877,1974,Master,Together,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,2013,1075,False,497,0.4623255813953488,0.0,0.1187122736418511,0.0382293762575452,0.0181086519114688,0.8249496981891348,MntWines,0.0093023255813953,16,0.0148837209302325,0.4375,0.0625,0.5,NumStorePurchases,0.625,0.0885311871227364,0.028839022621152257,Manter,Fidelizar
0,1985,Graduation,Married,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,2013,972,True,1144,1.176954732510288,0.0087412587412587,0.4842657342657342,0.222027972027972,0.076048951048951,0.2089160839160839,MntMeatProducts,0.0010288065843621,16,0.0164609053497942,0.1875,0.25,0.5625,NumStorePurchases,0.0625,0.0472027972027972,0.03246771675890442,Reconquistar,Pouco potencial
1584,1977,Graduation,Married,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,2014,640,True,393,0.6140625,0.0178117048346055,0.4351145038167939,0.0636132315521628,0.0483460559796437,0.4351145038167939,MntMeatProducts,0.009375,14,0.021875,0.5714285714285714,0.0714285714285714,0.3571428571428571,NumWebPurchases,0.4285714285714285,0.2264631043256997,0.042245085995085994,Reconquistar,Pouco potencial
7264,1978,2n Cycle,Single,52195.0,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2014,599,False,16,0.026711185308848,0.0,0.25,0.0,0.0,0.75,MntWines,0.001669449081803,3,0.005008347245409,0.3333333333333333,0.0,0.6666666666666666,NumStorePurchases,0.3333333333333333,0.0625,0.008435111150162527,Fidelizar,Fidelizar
6274,1948,Master,Married,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,2013,777,True,1599,2.057915057915058,0.0100062539086929,0.2607879924953096,0.0262664165103189,0.0300187617260788,0.6729205753595997,MntWines,0.0012870012870012,24,0.0308880308880308,0.3333333333333333,0.4166666666666667,0.25,NumCatalogPurchases,0.0416666666666666,0.0100062539086929,0.06086255254462262,Reconquistar,Reconquistar
1377,1954,Master,Widow,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,2013,853,False,219,0.2567409144196952,0.0182648401826484,0.1506849315068493,0.0,0.0,0.8310502283105022,MntWines,0.0023446658851113,10,0.0117233294255568,0.4,0.1,0.5,NumStorePurchases,0.2,0.3013698630136986,0.022422787285562795,Fidelizar,Fidelizar
454,1980,Graduation,Together,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,2012,1143,True,1092,0.9553805774278216,0.0293040293040293,0.1483516483516483,0.0384615384615384,0.0293040293040293,0.7545787545787546,MntWines,0.0017497812773403,26,0.0227471566054243,0.4230769230769231,0.1538461538461538,0.4230769230769231,NumWebPurchases,0.0769230769230769,0.0393772893772893,0.04443630592687537,Manter,Fidelizar
1755,1988,2n Cycle,Together,45204.0,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,2014,630,True,96,0.1523809523809524,0.1145833333333333,0.2604166666666667,0.3020833333333333,0.0104166666666666,0.3125,MntWines,0.0015873015873015,6,0.0095238095238095,0.1666666666666666,0.1666666666666666,0.6666666666666666,NumStorePurchases,0.1666666666666666,0.1875,0.0179271708683473,Pouco potencial,Pouco potencial
2075,1969,Graduation,Married,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,2013,778,True,1037,1.332904884318766,0.0096432015429122,0.5207328833172613,0.0771456123432979,0.0289296046287367,0.3635486981677917,MntMeatProducts,0.0012853470437017,15,0.0192802056555269,0.2,0.3333333333333333,0.4666666666666667,NumStorePurchases,0.0666666666666666,0.0096432015429122,0.038010595560420905,Reconquistar,Pouco potencial
4785,1970,PhD,Together,77622.0,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,2014,627,False,700,1.116427432216906,0.01,0.22,0.0271428571428571,0.0,0.7428571428571429,MntWines,0.0031897926634768,20,0.0318979266347687,0.3,0.15,0.55,NumStorePurchases,0.1,0.02,0.06202374623427248,Manter,Manter
9076,1980,PhD,Married,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,2013,1091,True,182,0.1668194317140238,0.0054945054945054,0.1373626373626373,0.0,0.0054945054945054,0.8516483516483516,MntWines,0.0036663611365719,9,0.0082493125572868,0.4444444444444444,0.1111111111111111,0.4444444444444444,NumWebPurchases,0.4444444444444444,0.0164835164835164,0.015721202988756004,Fidelizar,Fidelizar
7079,1962,Graduation,Divorced,63887.0,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,2012,1210,True,1153,0.952892561983471,0.0199479618386817,0.1795316565481353,0.013009540329575,0.0095403295750216,0.7779705117085863,MntWines,0.0041322314049586,27,0.0223140495867768,0.3333333333333333,0.2222222222222222,0.4444444444444444,NumStorePurchases,0.1851851851851851,0.0797918473547268,0.04360694775178584,Manter,Fidelizar
4653,1978,Graduation,Together,42011.0,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0,2013,1011,True,150,0.1483679525222551,0.0,0.1066666666666666,0.0133333333333333,0.0066666666666666,0.8733333333333333,MntWines,0.0039564787339268,8,0.0079129574678536,0.375,0.125,0.5,NumStorePurchases,0.5,0.26,0.015024602787063798,Fidelizar,Fidelizar
7375,1976,Graduation,Together,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,2012,1163,True,394,0.3387790197764402,0.0177664974619289,0.2005076142131979,0.0,0.0279187817258883,0.7538071065989848,MntWines,0.0017196904557179,14,0.0120378331900257,0.5714285714285714,0.1428571428571428,0.2857142857142857,NumWebPurchases,0.1428571428571428,0.4619289340101523,0.023249540572892777,Pouco potencial,Pouco potencial
709,1952,Graduation,Divorced,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,2012,1118,False,1011,0.9042933810375672,0.019782393669634,0.201780415430267,0.0,0.0,0.7784371909000989,MntWines,0.0026833631484794,15,0.0134168157423971,0.1333333333333333,0.1333333333333333,0.7333333333333333,NumStorePurchases,0.2,0.0909990108803165,0.026441326930922937,Manter,Fidelizar
460,1972,PhD,Married,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,2012,1241,True,1736,1.3988718775181306,0.0495391705069124,0.4262672811059907,0.0385944700460829,0.0293778801843318,0.456221198156682,MntWines,0.0008058017727639,16,0.0128928283642224,0.1875,0.3125,0.5,NumStorePurchases,0.0625,0.0097926267281105,0.025550171278869965,Reconquistar,Pouco potencial
3726,1986,PhD,Together,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2014,684,True,17,0.0248538011695906,0.0588235294117647,0.5294117647058824,0.1764705882352941,0.0,0.2352941176470588,MntMeatProducts,0.0014619883040935,3,0.0043859649122807,0.3333333333333333,0.0,0.6666666666666666,NumStorePurchases,0.3333333333333333,0.0,0.0074561403508771875,Pouco potencial,Pouco potencial
6798,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,2013,1017,False,394,0.3874139626352015,0.0177664974619289,0.3477157360406091,0.0101522842639593,0.0380710659898477,0.5862944162436549,MntWines,0.0088495575221238,14,0.0137659783677482,0.3571428571428571,0.0714285714285714,0.5714285714285714,NumStorePurchases,0.6428571428571429,0.098984771573604,0.026587232729866624,Manter,Fidelizar
5341,1962,2n Cycle,Divorced,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,2013,1091,False,1561,1.4307974335472045,0.0486867392696989,0.1178731582319026,0.1153106982703395,0.0884048686739269,0.629724535554132,MntWines,0.0009165902841429,13,0.0119156736938588,0.4615384615384615,0.2307692307692307,0.3076923076923077,NumWebPurchases,0.0769230769230769,0.0172966047405509,0.023634519232672922,Fidelizar,Fidelizar
1606,1971,Graduation,Together,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013,961,True,19,0.0197710718002081,0.0526315789473684,0.4210526315789473,0.2105263157894736,0.1578947368421052,0.1578947368421052,MntMeatProducts,0.0010405827263267,3,0.0031217481789802,0.3333333333333333,0.0,0.6666666666666666,NumStorePurchases,0.3333333333333333,0.1578947368421052,0.0053921104909658065,Pouco potencial,Pouco potencial
9617,1951,Graduation,Single,15033.0,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,2014,625,True,15,0.024,0.2666666666666666,0.3333333333333333,0.4,0.0,0.0,MntFishProducts,0.0016,4,0.0064,0.25,0.0,0.75,NumStorePurchases,0.25,0.2666666666666666,0.010105263157894737,Fidelizar,Fidelizar
3233,1965,PhD,Married,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0,2013,1014,True,1085,1.0700197238658775,0.0193548387096774,0.4276497695852534,0.0258064516129032,0.0092165898617511,0.5179723502304148,MntWines,0.0029585798816568,26,0.0256410256410256,0.2692307692307692,0.3076923076923077,0.4230769230769231,NumStorePurchases,0.1153846153846153,0.0294930875576036,0.050081931270050006,Reconquistar,Reconquistar
89,1975,2n Cycle,Married,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,2013,753,True,48,0.0637450199203187,0.1875,0.4166666666666667,0.125,0.1666666666666666,0.1041666666666666,MntMeatProducts,0.0026560424966799,6,0.0079681274900398,0.3333333333333333,0.0,0.6666666666666666,NumStorePurchases,0.3333333333333333,0.4375,0.014165559982292988,Pouco potencial,Fidelizar
2936,1982,Master,Together,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2013,758,True,22,0.0290237467018469,0.0,0.1818181818181818,0.0,0.0,0.8181818181818182,MntWines,0.0013192612137203,4,0.0052770448548812,0.25,0.0,0.75,NumStorePurchases,0.25,0.0454545454545454,0.0089303836005682,Fidelizar,Fidelizar
9449,1958,PhD,Single,79761.0,0,1,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,2013,819,True,594,0.7252747252747253,0.0084175084175084,0.2087542087542087,0.0252525252525252,0.0589225589225589,0.6986531986531986,MntWines,0.0012210012210012,18,0.0219780219780219,0.2777777777777778,0.1111111111111111,0.6111111111111112,NumStorePurchases,0.0555555555555555,0.0185185185185185,0.04266321913380722,Manter,Fidelizar
7297,1973,Graduation,Single,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,2013,736,True,37,0.0502717391304347,0.081081081081081,0.2702702702702703,0.3243243243243243,0.1891891891891892,0.1351351351351351,MntFishProducts,0.0054347826086956,7,0.0095108695652173,0.4285714285714285,0.1428571428571428,0.4285714285714285,NumWebPurchases,0.5714285714285714,0.5405405405405406,0.015995553359683664,Pouco potencial,Pouco potencial
313,1968,Graduation,Widow,73455.0,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,0,2013,795,True,2068,2.60125786163522,0.0294970986460348,0.3660541586073501,0.0899419729206963,0.0788201160541586,0.4356866537717601,MntWines,0.0012578616352201,21,0.0264150943396226,0.2857142857142857,0.238095238095238,0.4761904761904761,NumStorePurchases,0.0476190476190476,0.0096711798839458,0.05229910492516949,Reconquistar,Reconquistar
9940,1958,Graduation,Together,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0,2012,1104,True,971,0.8795289855072463,0.11740473738414,0.2842430484037075,0.0772399588053553,0.1277033985581874,0.3934088568486096,MntWines,0.0018115942028985,14,0.0126811594202898,0.4285714285714285,0.2857142857142857,0.2857142857142857,NumWebPurchases,0.1428571428571428,0.03913491246138,0.02500183918193177,Pouco potencial,Pouco potencial
10735,1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,2013,884,True,25,0.0282805429864253,0.04,0.28,0.08,0.04,0.56,MntWines,0.001131221719457,4,0.004524886877828,0.5,0.0,0.5,NumWebPurchases,0.25,0.04,0.0078015290997034605,Pouco potencial,Pouco potencial
9529,1990,Graduation,Married,73687.0,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,2013,764,False,1446,1.8926701570680629,0.1058091286307053,0.3478561549100968,0.1507607192254495,0.0089903181189488,0.3865836791147994,MntWines,0.0013089005235602,21,0.0274869109947644,0.1428571428571428,0.4285714285714285,0.4285714285714285,NumCatalogPurchases,0.0476190476190476,0.1251728907330567,0.05418687566248033,Manter,Manter
6439,1958,Graduation,Married,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,2012,1232,True,950,0.7711038961038961,0.0,0.14,0.0,0.0294736842105263,0.8305263157894737,MntWines,0.0056818181818181,24,0.0194805194805194,0.4583333333333333,0.2083333333333333,0.3333333333333333,NumWebPurchases,0.2916666666666667,0.16,0.03800101336035613,Manter,Fidelizar
7411,1964,PhD,Married,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,2014,575,True,16,0.0278260869565217,0.0,0.3125,0.0,0.0,0.6875,MntWines,0.0034782608695652,4,0.0069565217391304,0.25,0.0,0.75,NumStorePurchases,0.5,0.0625,0.011130434782608648,Fidelizar,Fidelizar
